id,PRODUCT_NAME,PRODUCT_DESCRIPTION,MIN_PRICE,MAX_PRICE,SELLER_id,CATEGORY,DESCRIPTION_OF_CATEGORY,CATEGORY_ID,CREATED_AT,UPDATED_AT,THUMBNAIL_IMAGE,SELLER_NAME
11,DCS 30 Ecoline Synova Diamond,"The Synova DCS 30 is an entry-level, compact diamond cutting system designed for high-precision sawing of small diamonds, particularly those up to 2 carats. Key Features: Ease of Use: The system requires no focus adjustment or distance control, simplifying the cutting process. High Profitability: I",,,14,Manufacturer,,25,2025-10-16 12:37:55.527394,2025-10-16 12:37:55.527464,buyer_seller/seller/seller_SEL359207/DCS 30 Ecoline Synova Diamond/product_thumbnail/1807536431_10-16-25_18-07-54.jpg,Sandeep Kumar
12,LDS 300M Synova Diamond Cuttin,The Laser Dicing System is primarily designed for semiconductor back-end processing; mainly wafer dicing and scribing applications. The LDS 300 M requires manual loading. Wafer alignment and kerf check are performed automatically. Synovas new 300 mm 12wafer dicing system integrates a maintenanc,,,14,Manufacturer,,25,2025-10-16 12:39:37.097631,2025-10-16 12:39:37.097674,buyer_seller/seller/seller_SEL359207/LDS 300M Synova Diamond Cuttin/product_thumbnail/1809351791_10-16-25_18-09-35.jpg,Sandeep Kumar
16,Cosmos Pumps 10 HP Non Clog Pu,"Cosmos Non Clog pumps can handle thick, soft, wet mud or other similarly viscous mixtures of liquids and solids, especially the product of an industrial or refining process. Suitable for Applications: Water containing mud, sludge or light slurry, tank clean-out, trench and pond cleaning, and mining.",,,13,Manufacturer,,25,2025-10-16 13:08:47.114028,2025-10-16 13:08:47.114085,buyer_seller/seller/seller_SEL1394312/Cosmos Pumps 10 HP Non Clog Pu/product_thumbnail/1838452991_10-16-25_18-38-46.jpg,Akash More
17,Diesel Electric 30HP UPTO 125H,"The range of dry prime pumps is engineered to offer high performance in any condition. Comprising an air separator unit and a vacuum pump, it delivers rapid automatic priming. Even with suction heights of several meters, the machine rapidly evacuates the air from the suction pipe and starts to pump.",,,13,Manufacturer,,25,2025-10-16 13:10:21.487385,2025-10-16 13:10:21.487425,buyer_seller/seller/seller_SEL1394312/Diesel Electric 30HP UPTO 125H/product_thumbnail/1840195621_10-16-25_18-40-20.jpg,Akash More
18,"10"" Diesel Engine/Motor Driven","diesel-driven unit is an 10-inch mobile pump for dewatering and sewage bypassing. This centrifugal pump is vacuum assisted, compact and multifunctional due to its large solids handling and excellent performance curves. The Tier 4 final diesel engine and the sound attenuated canopy are both state-of-",,,13,Manufacturer,,25,2025-10-16 13:11:38.794155,2025-10-16 13:11:38.794195,"buyer_seller/seller/seller_SEL1394312/10"" Diesel Engine/Motor Driven/product_thumbnail/1841374251_10-16-25_18-41-37.jpg",Akash More
19,DEWATERING PUMPS For CONTROL G,"This process is used in numerous diligence but generally appertained to in constructions and wastewater when water is separated from solids through a variety of different pumping or filtering processes. Construction dewatering is frequently appertained to as dewatering, unwatering, or water control.",,,13,Manufacturer,,25,2025-10-16 13:14:41.745776,2025-10-16 13:14:41.745819,buyer_seller/seller/seller_SEL1394312/DEWATERING PUMPS For CONTROL G/product_thumbnail/1844401161_10-16-25_18-44-40.jpg,Akash More
20,Single-stage Pump Trolley Moun,"The range of dry prime pumps is engineered to offer high performance in any condition. Comprising an air separator unit and a vacuum pump, it delivers rapid automatic priming. Even with suction heights of several meters, the machine rapidly evacuates the air from the suction pipe and starts to pump.",,,13,Manufacturer,,25,2025-10-16 13:15:57.305334,2025-10-16 13:15:57.305371,buyer_seller/seller/seller_SEL1394312/Single-stage Pump Trolley Moun/product_thumbnail/1845556491_10-16-25_18-45-56.jpg,Akash More
57,TPR PVC Welding Hoses For Gas,"Being a client focused organization, we are engaged in offering an extensive array of PVC Welding Hoses in different sizes and colors. Offered welding hoses are used as a piping component in various welding machines that ensure the inflow and outflow while the continuation of welding process. At our",,,55,Manufacturer,,25,2025-10-16 19:26:03.531011,2025-10-16 19:26:03.531069,buyer_seller/seller/seller_SEL3481278/TPR PVC Welding Hoses For Gas/product_thumbnail/0056011781_10-17-25_00-56-01.jpg,Sanjay Singh
59,2 Core Aluminum Armoured Cable,"The XLPE insulated heavy duty cables were introduce worldwide in mid sixties. These cables have overcome the limitation of PVC in mid sixties. These cables have overcome the limitations of PVC Insulated Cables such as thermal degradation, poor moisture resistant and thermoplastic in nature.",,,57,Manufacturer,,25,2025-10-17 04:00:12.841087,2025-10-17 04:00:12.841134,buyer_seller/seller/seller_SEL7245977/2 Core Aluminum Armoured Cable/product_thumbnail/0930102121_10-17-25_09-30-11.jpg,Rahul Chatterjee
60,Armored Instrumentation Cable,"We are engaged in offering supreme quality Overall Aluminum Armored Instrumentation Cable, which is preferred for use in instrumentation computer and control application where signals are transmitted in excess of 100-mile volts except in areas where high voltage and current sources create excessive",,,57,Manufacturer,,25,2025-10-17 04:04:24.009059,2025-10-17 04:04:24.009114,buyer_seller/seller/seller_SEL7245977/Armored Instrumentation Cable/product_thumbnail/0934210281_10-17-25_09-34-22.jpg,Rahul Chatterjee
61,Strip Roll Forming Machine,"Best quality Rolling Shutter Strip Roll Forming Machine from Labh Group - A Global leader with 30+ years of rich experience with presence in 100+ countries and serving 10,000+ delighted customers across the globe! Rolling Shutter Strip Roll Forming Machine",,,58,Manufacturer,,25,2025-10-17 04:10:23.089844,2025-10-17 04:10:23.089887,buyer_seller/seller/seller_SEL3676683/Strip Roll Forming Machine/product_thumbnail/0940205011_10-17-25_09-40-21.jpg,Karan Bose
62,Automatic Round Cotton Machine,"A 10 kg/hr cotton wick making machine is designed for the efficient production of cotton wicks, commonly used in oil lamps, candles, and other lighting applications. This machine automates the process of twisting and winding cotton fibers into uniform wicks, ensuring consistent quality and output.",,,59,Manufacturer,,25,2025-10-17 05:32:22.481500,2025-10-17 05:32:22.481545,buyer_seller/seller/seller_SEL2138262/Automatic Round Cotton Machine/product_thumbnail/1102197931_10-17-25_11-02-21.jpg,Aditya Kumar
63,Food Material Mixing Machine,"A mixing machine for food materials and industrial applications is designed to blend ingredients efficiently and consistently, catering to a range of textures, viscosities, and consistencies required in food and other processing industries. The machine is built to handle everything from fine powders",,,59,Manufacturer,,25,2025-10-17 05:35:13.934423,2025-10-17 05:35:13.934482,buyer_seller/seller/seller_SEL2138262/Food Material Mixing Machine/product_thumbnail/1105109481_10-17-25_11-05-12.jpg,Aditya Kumar
64,RD Laser Controller,"RDC644XG Core Technology Development System is the latest generation of laser engraving / cutting control system , the control system has better hardware stability, better resistance to high pressure, static interference characteristics. 3.5-inch color screen based HMI operating system has a more",,,60,Manufacturer,,25,2025-10-17 07:08:20.708451,2025-10-17 07:08:20.708503,buyer_seller/seller/seller_SEL6094143/RD Laser Controller/product_thumbnail/1238173031_10-17-25_12-38-19.jpg,Vikas more
65,JCZ Fiber Card/ EZ Cad Card,EzCad Card enables real-time control of scan system and lasers over a standard USB host interface. Customers can integrate complete machinery easily over the EzCad Card due to its compactness and I/O capabilities. Fast response times and short execution cycle times make the EzCad Card perfectly suit,,,60,Manufacturer,,25,2025-10-17 07:10:00.485430,2025-10-17 07:10:00.485474,buyer_seller/seller/seller_SEL6094143/JCZ Fiber Card/ EZ Cad Card/product_thumbnail/1239577621_10-17-25_12-39-59.jpg,Vikas more
33,"Glucose Test Kit 4x125 Ml, Bl",The TRUEchemie Glucose Test Kit for the quantitative determination of total glucose in human serum or plasma.Ready-to -use. Liquid stable mono-reagent. GOD-POD method. Wide detection range of 0.800 mg/dL to 600 mg/dL. Excellent shelf life.,,,45,import-export,,27,2025-10-16 16:46:41.719517,2025-10-16 16:46:41.719556,"buyer_seller/seller/seller_SEL4519078/Glucose Test Kit 4x125 Ml, Bl/product_thumbnail/2216389591_10-16-25_22-16-40.jpg",Vikas Sharma
34,Mindray Cd80 Detergent Reagent,"Warnings: The producty contains potassium hydroxide and it is alkaline Severe eye Irritant please wear eye protection For laboratory, healthcase use only Precautions: Do not use product past expiration date",,,45,import-export,,27,2025-10-16 16:48:34.358061,2025-10-16 16:48:34.358114,buyer_seller/seller/seller_SEL4519078/Mindray Cd80 Detergent Reagent/product_thumbnail/2218322891_10-16-25_22-18-33.jpg,Vikas Sharma
35,Liquid Horiba Abx Lysebio,"This product(s) resides on a Fisher Scientific GSA or VA contract. If you are viewing this page as a nonregistered user, the price(s) displayed is List Price. To view your GSA or VA contract pricing, log in using your account number, or become a registered user by contacting one of our Customer S",,,45,import-export,,27,2025-10-16 16:54:06.719735,2025-10-16 16:54:06.719803,buyer_seller/seller/seller_SEL4519078/Liquid Horiba Abx Lysebio/product_thumbnail/2223415091_10-16-25_22-24-05.jpg,Vikas Sharma
25,3D Architectural Walkthrough S,"Real estate agents use them to offer clients a virtual tour of the property on a smartphone or tablet. 3D walkthroughs give the buyers a precise idea of the floor plan, design and other details that inform their decision-making.",,,44,Service Provider,,29,2025-10-16 16:16:33.039025,2025-10-16 16:16:33.039079,buyer_seller/seller/seller_SEL8209458/3D Architectural Walkthrough S/product_thumbnail/2146152311_10-16-25_21-46-31.jpg,Neha K
26,Industrial Plant DesignService,"TKV Global Trading Services is one of the toprung names in the Plant Design service industry. We are dedicated to helping EPC contractors, plant owners, equipment suppliers and consulting firms in expediting project delivery and minimizing design risks. As one of the premier engineering services",,,44,Architectural,,30,2025-10-16 16:20:00.301102,2025-10-16 16:20:00.301148,buyer_seller/seller/seller_SEL8209458/Industrial Plant DesignService/product_thumbnail/2149571111_10-16-25_21-49-58.jpg,Neha K
27,Pressure Vessel Design Service,"A heat exchanger is a device that transfers heat from one fluid to another, without the fluids coming into direct contact with each other. Heat exchangers are commonly used in a wide range of industries, including HVAC (heating, ventilation, and air conditioning), power generation, chemical processi",,,44,Architectural,,30,2025-10-16 16:21:26.205678,2025-10-16 16:21:26.205719,buyer_seller/seller/seller_SEL8209458/Pressure Vessel Design Service/product_thumbnail/2151235151_10-16-25_21-51-24.jpg,Neha K
28,Industrial Interior Designing,"Established in year 2022 TKV Global Trading And Services is service provider Designing Services, Interior Designing Service, Animation Services etc.",,,44,Architectural,,30,2025-10-16 16:23:34.292879,2025-10-16 16:23:34.292987,buyer_seller/seller/seller_SEL8209458/Industrial Interior Designing/product_thumbnail/2153315381_10-16-25_21-53-32.jpg,Neha K
29,Scale Model Making,"Established in year 2022 TKV Global Trading And Services is service provider Designing Services, Interior Designing Service Animation Services etc.",,,44,Architectural,,30,2025-10-16 16:27:07.236431,2025-10-16 16:27:07.236493,buyer_seller/seller/seller_SEL8209458/Scale Model Making/product_thumbnail/2157048771_10-16-25_21-57-05.jpg,Neha K
30,Mep Engineering Service,"our solutions are innovative, effective and cost-efficient. We specialize in providing turnkey solutions and help contractors, property developers and designers from the conceptualization of the design to the completion of the project",,,44,Architectural,,30,2025-10-16 16:28:34.663683,2025-10-16 16:28:34.663722,buyer_seller/seller/seller_SEL8209458/Mep Engineering Service/product_thumbnail/2158321321_10-16-25_21-58-33.jpg,Neha K
31,Industrial Piping Design,"To meet the varying desires of our clients, we are engrossed in providing highly reliable Pipe Design Service. Trained under the command of capable personnel, these services are broadly recommended. In addition to this, our services are offered at market leading rates",,,44,Architectural,,30,2025-10-16 16:30:52.097384,2025-10-16 16:30:52.097429,buyer_seller/seller/seller_SEL8209458/Industrial Piping Design/product_thumbnail/2200436221_10-16-25_22-00-50.jpg,Neha K
32,Building Model Maker Services,Established in year 2022 TKV Global Trading And Services is service provider Designing Services Interior Designing Service Animation Services etc.,,,44,Architectural,,30,2025-10-16 16:33:11.775134,2025-10-16 16:33:11.775177,buyer_seller/seller/seller_SEL8209458/Building Model Maker Services/product_thumbnail/2203094281_10-16-25_22-03-10.jpg,Neha K
54,Cheap & Fast Shipping Cargo,"Keeping in view assorted requirements and demands of our honored clientele, we are competent to render Cheap Fast Shipping Cargo Services to our customers. Our service is accomplished using the advanced techniques.",,,52,Transportation Services,,31,2025-10-16 18:39:33.560912,2025-10-16 18:39:33.560957,buyer_seller/seller/seller_SEL7928773/Cheap & Fast Shipping Cargo/product_thumbnail/0009318251_10-17-25_00-09-32.jpg,Vikas Reddy
